Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Size and Fit (product.metafields.custom.size_and_fit),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / European Union,Price / European Union,Compare At Price / European Union,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
maison-margiela-tabi-sneakers-low-1,,,,,,,,,Black,,,44,,,,,maison-margiela-tabi-sneakers-low-44-44,1100.0,shopify,deny,manual,530.00,,true,true,,,,,8054326523585,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/716.png?v=1765552673,6,"",,,,,,,,,,,,kg,,,,,,,,,,,,
maison-margiela-tabi-sneakers-low-1,,,,,,,,,Black,,,45,,,,,maison-margiela-tabi-sneakers-low-45-45,1120.0,shopify,deny,manual,530.00,,true,true,,,,,8050399861463,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/18438894_52090555_1000_4c430a69-b6b2-4051-989f-ed3abf104406.webp?v=1767808233,7,Black low-top Tabi canvas sneakers side view,,,,,,,,,,,,kg,,,,,,,,,,,,
maison-margiela-tabi-sneakers-low-1,,,,,,,,,Black,,,46,,,,,maison-margiela-tabi-sneakers-low-46-46,1140.0,shopify,deny,manual,530.00,,true,true,,,,,8051206260677,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/18438894_52090552_1000_8bb02f07-5f35-40bd-8f57-474d435dd881.webp?v=1767808233,8,Close-up of split-toe and cream laces on black canvas sneakers,,,,,,,,,,,,kg,,,,,,,,,,,,
maison-margiela-tabi-sneakers-low-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/18438894_52090554_1000_a102dfde-55a1-4af0-ac14-1be6ed8d1898.webp?v=1767808233,9,Three-quarter view of black Tabi low-top sneakers,,,,,,,,,,,,,,,,,,,,,,,,
maison-margiela-tabi-sneakers-low-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/19071530_41669565_2048_9c3802b5-f7cf-4193-9174-70a942ba1b16.jpg?v=1767808232,10,Angled view of black canvas Tabi sneaker with ribbed sole,,,,,,,,,,,,,,,,,,,,,,,,
maison-margiela-tabi-sneakers-low-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/19071530_41671287_2048_719154d8-dc35-4f4d-8207-8b9b97a51e1d.jpg?v=1767808232,11,Rear-side view showing eyelets and heel stitch of black Tabi sneaker,,,,,,,,,,,,,,,,,,,,,,,,
maison-margiela-tabi-sneakers-low-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/19071530_41669577_2048_ff455583-d479-439d-b414-613c2ba3945a.jpg?v=1767808232,12,Top view highlighting split-toe and lacing on black Tabi sneaker,,,,,,,,,,,,,,,,,,,,,,,,
off-white-be-right-back-sneakers-white,Be Right Back Mesh Sneakers,"<p>A sculptural, street-ready sneaker in a crisp white palette, this pair pairs layered panels with technical mesh for a streamlined, modern finish. Chunky yet refined, it balances sport influence and everyday comfort with signature graphic detailing.</p><ul>
<li>Mesh and synthetic upper</li>
<li>Textured rubber outsole</li>
<li>Lace-up closure</li>
<li>Padded collar and tongue</li>
<li>Signature tag and Arrow accents</li>
<li>Season: SS25</li>
</ul><br><p>OMIA295C99FAB0010101</p>",Off-white,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Category: Shoes, Convictional, DC: 0101, DMN: OMIA295C99FAB0010101, Gender: unisex, import_2021_02_24_135831, monostate-anrosa, Season: SS25, validate-product-description",false,Color,White,,Size,40,,,,,off-white-be-right-back-sneakers-white-40-40,2000.0,shopify,deny,manual,465.00,,true,true,,,,,8051594925981,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/727.png?v=1765552770,1,"",false,Off-White Be Right Back Sneakers in White,"Off-White Be Right Back Sneakers in white with mesh and synthetic upper, padded collar and tongue, and textured rubber outsole.",,white,,,,,,,kg,,,true,,,true,,,true,,,active
off-white-be-right-back-sneakers-white,,,,,,,,,White,,,41,,,,,off-white-be-right-back-sneakers-white-41-41,2000.0,shopify,deny,manual,465.00,,true,true,,,,,8051594408170,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/725.png?v=1765552770,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
off-white-be-right-back-sneakers-white,,,,,,,,,White,,,42,,,,,off-white-be-right-back-sneakers-white-42-42,2000.0,shopify,deny,manual,465.00,,true,true,,,,,8051594926001,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/726.png?v=1765552770,3,"",,,,,,,,,,,,kg,,,,,,,,,,,,
off-white-be-right-back-sneakers-white,,,,,,,,,White,,,43,,,,,off-white-be-right-back-sneakers-white-43-43,2000.0,shopify,deny,manual,465.00,,true,true,,,,,8051594926018,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/728.png?v=1765552755,4,"",,,,,,,,,,,,kg,,,,,,,,,,,,
off-white-be-right-back-sneakers-white,,,,,,,,,White,,,44,,,,,off-white-be-right-back-sneakers-white-44-44,2000.0,shopify,deny,manual,465.00,,true,true,,,,,8051594926025,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/729.png?v=1765552759,5,"",,,,,,,,,,,,kg,,,,,,,,,,,,
off-white-be-right-back-sneakers-white,,,,,,,,,White,,,45,,,,,off-white-be-right-back-sneakers-white-45-45,2000.0,shopify,deny,manual,465.00,,true,true,,,,,8051594926032,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23540751_54504588_1000_0de8cd54-d1a6-4144-a4db-221805891b04.webp?v=1767808241,6,White low-top sneakers with layered mesh panels and tag,,,,,,,,,,,,kg,,,,,,,,,,,,
off-white-be-right-back-sneakers-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23540751_54504589_1000_a4fa998f-32c3-4b35-b23b-2ec7b967bc7c.webp?v=1767808242,7,Pair of white technical sneakers with chunky sole,,,,,,,,,,,,,,,,,,,,,,,,
off-white-be-right-back-sneakers-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23540751_54504596_1000_243a5f18-2006-4c2e-b835-84ff0e6df3a8.webp?v=1767808242,8,"Close-up of laces, tag, and mesh upper on white sneaker",,,,,,,,,,,,,,,,,,,,,,,,
off-white-be-right-back-sneakers-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23540751_54504584_1000_0af00163-6ae0-4c63-b0ae-9392c6210226.webp?v=1767808241,9,Top view of white sneakers with Off-White branding,,,,,,,,,,,,,,,,,,,,,,,,
off-white-be-right-back-sneakers-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23540751_54504587_1000_1aa8e6e9-39ca-4777-bc30-5c99c18b1632.webp?v=1767808242,10,Rear angle of white sneakers showing layered heel detail,,,,,,,,,,,,,,,,,,,,,,,,
maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers,Peterson 23 Canvas Low-Top Sneakers,"<p>These low-top canvas sneakers pair an understated black upper with a sculpted, textured OG rubber sole for a distinctive, artful silhouette. Finished with contrast stitching and a rounded toe cap, they bring statement design to everyday wear.</p><ul>
<li>Canvas upper</li>
<li>Sculpted rubber OG sole</li>
<li>Lace-up closure</li>
<li>Contrast white stitching</li>
<li>Textile lining and insole</li>
</ul><br><p>A11FW702</p>",Maison mihara yasuhiro,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Category: Shoes, Convictional, DC: 1000, DMN: A11FW702, Gender: unisex, import_2021_02_24_135831, monostate-anrosa, Season: SS25, StockX_Listing_Error, validate-product-description",false,Color,Black,,Size,39,,,,,maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers-39-39,1814.0,shopify,deny,manual,370.00,,true,true,,,,,4580577560610,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/786.png?v=1765552799,1,"",false,Peterson 23 Canvas Low-Top Sneakers - Maison Mihara,"Peterson 23 low-top canvas sneakers with sculpted rubber OG sole, contrast stitching, lace-up closure, and textile lining.",,black,,,,,,,kg,,,true,,,true,,,true,,,active
maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers,,,,,,,,,Black,,,40,,,,,maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers-40-40,1814.0,shopify,deny,manual,370.00,,true,true,,,,,4580577560610,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/784.png?v=1765552809,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers,,,,,,,,,Black,,,41,,,,,maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers-41-41,1814.0,shopify,deny,manual,370.00,,true,true,,,,,4580577560610,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/785.png?v=1765552813,3,"",,,,,,,,,,,,kg,,,,,,,,,,,,
maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers,,,,,,,,,Black,,,42,,,,,maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers-42-42,1814.0,shopify,deny,manual,370.00,,true,true,,,,,4580577560610,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/787.png?v=1765552817,4,"",,,,,,,,,,,,kg,,,,,,,,,,,,
maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers,,,,,,,,,Black,,,43,,,,,maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers-43-43,1814.0,shopify,deny,manual,370.00,,true,true,,,,,4580577560610,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22004004_51780303_2048_5fe3d19c-01ea-4134-b823-91e3321be380.webp?v=1767808252,5,"Black low-top canvas sneakers with white OG sole, side view",,,,,,,,,,,,kg,,,,,,,,,,,,
maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers,,,,,,,,,Black,,,44,,,,,maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers-44-44,1814.0,shopify,deny,manual,370.00,,true,true,,,,,4580577560610,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22004004_51780277_2048_fa77c878-47dc-4026-a662-9d0d2333ffb8.webp?v=1767808252,6,"Black canvas low-top sneakers with chunky white sole, angled view",,,,,,,,,,,,kg,,,,,,,,,,,,
maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers,,,,,,,,,Black,,,45,,,,,maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers-45-45,1814.0,shopify,deny,manual,370.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22004004_51780283_2048_aa63ffdf-3fff-46a6-b909-59215a399757.webp?v=1767808252,7,Rear angled view of black canvas sneakers with sculpted white sole,,,,,,,,,,,,kg,,,,,,,,,,,,
maison-mihara-yasuhiro-peterson-23-low-og-sole-sneakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22004004_51780318_2048_5bcba0b1-51fa-4fbf-aeb4-025a24de1188.webp?v=1767808252,8,Top view of black canvas sneakers with white laces and toe cap,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-dusty-white,Logo-Print Cotton Relaxed T-Shirt,"",Monostate,,"","Category: Clothing, Convictional, DC: DC6, DMN: CL0196, Gender: unisex, monostate-anrosa, Season: FW25",false,Color,Dusty white,,Size,S,,,,,acne-studios-logo-t-shirt-relaxed-fit-dusty-white-s-s,0.0,shopify,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/824.png?v=1765552866,1,"",false,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
acne-studios-logo-t-shirt-relaxed-fit-dusty-white,,,,,,,,,Dusty white,,,M,,,,,acne-studios-logo-t-shirt-relaxed-fit-dusty-white-m-m,260.0,shopify,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/823.png?v=1765552871,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-dusty-white,,,,,,,,,Dusty white,,,L,,,,,acne-studios-logo-t-shirt-relaxed-fit-dusty-white-l-l,270.0,shopify,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/822.png?v=1765552875,3,"",,,,,,,,,,,,kg,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-dusty-white,,,,,,,,,Dusty white,,,XL,,,,,acne-studios-logo-t-shirt-relaxed-fit-dusty-white-xl-xl,280.0,shopify,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/825.png?v=1765552884,4,"",,,,,,,,,,,,kg,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-dusty-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/821.png?v=1765552899,5,"",,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-dusty-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CL0196-DC6_Y_54042847-b67c-449c-97b9-8ab84e6ef73a.webp?v=1767808260,6,Dusty white relaxed logo T-shirt front,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-dusty-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CL0196-DC6_X_ed967490-c62a-4149-9336-e7cd1c3e5364.webp?v=1767808260,7,Close-up of distressed logo and neckline,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-dusty-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CL0196-DC6_UNISEX-WOMAN_C_4a278794-cb18-4040-8933-44c8aa896aa6.jpg?v=1767808260,8,Model wearing dusty white relaxed logo T-shirt,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-dusty-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CL0196-DC6_Z_aa055c83-0553-4f99-a493-d74a946b1e76.jpg?v=1767808260,9,Back view of dusty white T-shirt,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-dusty-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CL0196-DC6_UNISEX-WOMAN_A_2956ad17-c199-483e-a3bb-ce6b2b767678.webp?v=1767808261,10,Full outfit with dusty white logo T-shirt,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-faded-black,Logo-Print Cotton Relaxed T-Shirt,"<p>A relaxed unisex tee with a vintage, lived-in look, finished with a sprayed faded wash for effortless everyday wear. Distressed trims at the neckline, cuffs, and hem add character, while a signature chest logo print completes the design.</p><ul>
<li>100% cotton</li>
<li>Relaxed fit</li>
<li>Crew neck</li>
<li>Chest logo print</li>
<li>Distressed trims</li>
<li>Sprayed vintage finish</li>
</ul><br><p>CL0196-BM0</p>",Acne studios,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,T-Shirts,"Category: Clothing, Convictional, DC: BM0, DMN: CL0196, Gender: unisex, monostate-anrosa, Season: FW25",false,Color,Faded black,,Size,S,,,,,acne-studios-logo-t-shirt-relaxed-fit-faded-black-s-s,250.0,shopify,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/819.png?v=1766156092,1,"",false,Acne Studios Logo-Print Relaxed Cotton T-Shirt,"Relaxed unisex cotton T-shirt with crew neck, distressed trims, sprayed vintage faded finish, and signature 1996 chest logo print.",,black,,,,,,,kg,,,true,,,true,,,true,,,active
acne-studios-logo-t-shirt-relaxed-fit-faded-black,,,,,,,,,Faded black,,,M,,,,,acne-studios-logo-t-shirt-relaxed-fit-faded-black-m-m,260.0,shopify,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/1072.png?v=1766156092,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-faded-black,,,,,,,,,Faded black,,,L,,,,,acne-studios-logo-t-shirt-relaxed-fit-faded-black-l-l,270.0,shopify,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/818.png?v=1766156092,3,"",,,,,,,,,,,,kg,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-faded-black,,,,,,,,,Faded black,,,XL,,,,,acne-studios-logo-t-shirt-relaxed-fit-faded-black-xl-xl,280.0,shopify,deny,manual,285.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/817.png?v=1766156092,4,"",,,,,,,,,,,,kg,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-faded-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/816.png?v=1766156092,5,"",,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-faded-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CL0196-BM0_Y_8491f6f5-91e9-4478-887c-42fbc6adf64b.jpg?v=1767808269,6,Faded black logo T-shirt front view,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-faded-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CL0196-BM0_X_4d157e09-b0fd-490a-bd3f-3315c843604e.jpg?v=1767808269,7,Close-up of distressed neckline and 1996 logo print,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-faded-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CL0196-BM0_UNISEX-WOMAN_C_940e4371-acd0-43a7-b4f1-e4cc7379caa6.jpg?v=1767808269,8,Model wearing faded black logo T-shirt,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-faded-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CL0196-BM0_Z_6d1b8d6d-54d4-4d7f-a4a2-cbeadf94fe76.jpg?v=1767808269,9,Back view of faded black T-shirt,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-logo-t-shirt-relaxed-fit-faded-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CL0196-BM0_UNISEX-WOMAN_A_eb908577-d38b-4509-9e50-23bac459fcea.webp?v=1767808270,10,Full outfit with faded black logo T-shirt,,,,,,,,,,,,,,,,,,,,,,,,
enfants-riches-deprimes-patchwork-flare-jeans-black,Patchwork Black Denim Flare Jeans,"<p>These patchwork flare jeans bring a sharply considered edge to classic black denim, combining artisanal-looking panels with a deliberately distressed finish. Cut with a sculpted flare, they make a bold statement while remaining refined enough for everyday styling.</p>
<ul>
<li>Black denim</li>
<li>Patchwork detailing</li>
<li>Flared leg</li>
<li>Distressed hem and finish</li>
<li>Unisex design</li>
</ul>
<br>
<p>050375</p>",Enfants riches deprimés,Apparel & Accessories > Clothing > Pants > Jeans,Denim,"Category: Clothing, Convictional, DC: 375, DMN: 050375, Gender: unisex, monostate-anrosa, Season: FW24, validate-product-description",false,Color,Black,,Size,30,,,,,enfants-riches-deprimes-patchwork-flare-jeans-black-30-30,1000.0,shopify,deny,manual,1960.00,,true,true,,,,,8051594768588,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/777.png?v=1765553026,1,"",false,Patchwork Flare Jeans - Enfants Riches Deprimés,"Black denim patchwork flare jeans with distressed finish and unisex fit. FW24 style for a bold, sculpted silhouette.",,black,,,,,,,kg,,,true,,,true,,,true,,,active
enfants-riches-deprimes-patchwork-flare-jeans-black,,,,,,,,,Black,,,31,,,,,enfants-riches-deprimes-patchwork-flare-jeans-black-31-31,1000.0,shopify,deny,manual,1960.00,,true,true,,,,,8051594768571,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/778.png?v=1765553031,2,"",,,,,,,,,,,,kg,,,,,,,,,,,,
enfants-riches-deprimes-patchwork-flare-jeans-black,,,,,,,,,Black,,,32,,,,,enfants-riches-deprimes-patchwork-flare-jeans-black-32-32,1000.0,shopify,deny,manual,1960.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/050-375-1_780x_3b1df5f5-2d8a-4049-bce0-55b926823241.webp?v=1767808276,3,Black patchwork flare jeans front with distressed hem,,,,,,,,,,,,kg,,,,,,,,,,,,
enfants-riches-deprimes-patchwork-flare-jeans-black,,,,,,,,,Black,,,34,,,,,enfants-riches-deprimes-patchwork-flare-jeans-black-34-34,1000.0,shopify,deny,manual,1960.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/050-375-2_780x_9623be54-01f5-4654-b2bd-eadf477344e8.webp?v=1767808276,4,Black patchwork flare jeans back view with distressing,,,,,,,,,,,,kg,,,,,,,,,,,,
enfants-riches-deprimes-patchwork-flare-jeans-black,,,,,,,,,Black,,,36,,,,,enfants-riches-deprimes-patchwork-flare-jeans-black-36-36,1000.0,shopify,deny,manual,1960.00,,true,true,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
acne-studios-mohair-checked-scarf-dark-brown-white-brown,Checked Mohair-Blend Scarf,"<p>Luxuriously soft and plush, this checked scarf is crafted from a mohair-blend for a warm, airy hand feel. Finished with fringed ends and an embroidered logo patch, it lends cozy texture and understated sophistication to cold-weather looks.</p><ul>
<li>Mohair-blend fabric</li>
<li>Checked pattern</li>
<li>Fringed ends</li>
<li>Embroidered logo patch</li>
</ul><br><p>CA0084-DTJ</p>",Acne studios,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,Scarves,"Category: Accessories, Convictional, DC: DTJ, DMN: CA0084, Gender: unisex, monostate-anrosa, Season: FW25",false,Color,Dark brown/white,,Size,One size,,,,,acne-studios-mohair-checked-scarf-dark-brown-white-brown-o-s-o-s,1000.0,shopify,deny,manual,290.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/803.png?v=1765553229,1,"",false,Acne Studios Checked Mohair-Blend Scarf - Dark Brown/White,"Soft mohair-blend checked scarf with fringed ends and embroidered logo patch. Warm, airy hand feel for cozy cold-weather styling.",,brown; white,,,,,,,kg,,,true,,,true,,,true,,,active
acne-studios-mohair-checked-scarf-dark-brown-white-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/804.png?v=1765553234,2,"",,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-mohair-checked-scarf-dark-brown-white-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/805.png?v=1765553239,3,"",,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-mohair-checked-scarf-dark-brown-white-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CA0084-DTJ_A_d1f5deff-9af6-46f7-ab8f-2f41c1ac2ee9.webp?v=1767808284,4,Checked mohair-blend scarf in dark brown and white with fringed ends,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-mohair-checked-scarf-dark-brown-white-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CA0084-DTJ_D_40bef235-f581-4568-88ad-c5192853b30e.jpg?v=1767808283,5,Close-up of logo patch and fringe on checked mohair scarf,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-mohair-checked-scarf-dark-brown-white-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/CA0084-DTJ_E_7bc575c4-0288-4286-8e27-a5e65aef58ca.jpg?v=1767808283,6,Texture detail of brown and white checked mohair scarf,,,,,,,,,,,,,,,,,,,,,,,,
acne-studios-hooded-sweater-logo-patch-faded-black,Faded Cotton Hooded Sweater,"<p>A relaxed unisex hoodie crafted from soft cotton with a garment-dyed finish for a subtly lived-in look. Finished with a minimalist logo patch centered at the back, it balances everyday comfort with refined detail.</p><ul>
<li>Cotton fabrication</li>
<li>Garment-dyed finish</li>
<li>Relaxed unisex fit</li>
<li>Back logo patch</li>
</ul><br><p>CI0138-BM0</p>",Acne studios,Apparel & Accessories > Clothing > Clothing Tops > Hoodies,Sweaters,"Category: Clothing, Convictional, DC: BM0, DMN: CI0138, Gender: unisex, monostate-anrosa, Season: FW25",false,Color,Faded black,,Size,S,,,,,acne-studios-hooded-sweater-logo-patch-faded-black-s-s,1000.0,shopify,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/815_17cd8ee3-d833-4da0-ae27-5537407a06a9.png?v=1765553334,1,"",false,Acne Studios Faded Cotton Hooded Sweater,Relaxed unisex cotton hoodie with garment-dyed finish and minimalist back logo patch. Soft feel and subtly lived-in look.,,black,,,,,,,kg,,,true,,,true,,,true,,,active
